area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1080,2.0,2.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,540.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2400,2.0,0.0,450.0
Super built-up  Area,19-Dec,Lekki,1 BHK,General Lagos Estate,613 - 648,1.0,0.0,295.11
Super built-up  Area,18-May,Other Lagos Areas,3 BHK,General Lagos Estate,1708,3.0,2.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1697,3.0,2.0,1035.0
Super built-up  Area,Ready To Move,Lekki,4 BHK,General Lagos Estate,3537,5.0,3.0,1890.0
Super built-up  Area,19-Mar,Other Lagos Areas,1 BHK,General Lagos Estate,615,1.0,1.0,254.60999999999999
Built-up  Area,Ready To Move,Gbagada,3 BHK,General Lagos Estate,1350,2.0,0.0,747.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1430 - 1630,,,597.6
Super built-up  Area,19-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1083,2.0,1.0,292.41
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1460,2.0,2.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1084,2.0,1.0,522.0
Super built-up  Area,18-May,Other Lagos Areas,2 BHK,General Lagos Estate,1035,2.0,1.0,372.87
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2400,2.0,1.0,1350.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,460,1.0,1.0,189.0
Super built-up  Area,Ready To Move,Other Lagos Areas,5 BHK,General Lagos Estate,950,5.0,,810.0
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1285,2.0,2.0,503.09999999999997
Super built-up  Area,Ready To Move,Other Lagos Areas,19 BHK,General Lagos Estate,2000,16.0,,4410.0
Plot  Area,Ready To Move,Sangotedo,3 Bedroom,General Lagos Estate,1200,3.0,2.0,702.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1070,2.0,1.0,315.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1801,3.0,2.0,1260.0
Super built-up  Area,18-Dec,Lekki,3 BHK,General Lagos Estate,1697,3.0,2.0,1035.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1199,2.0,2.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2300,3.0,1.0,1980.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1340,2.0,3.0,578.79
Super built-up  Area,Ready To Move,Yaba,4 BHK,General Lagos Estate,3800,4.0,3.0,1845.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,600,5.0,,450.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1125,2.0,1.0,675.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,1.0,603.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1050,2.0,3.0,369.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,956,2.0,1.0,441.0
Super built-up  Area,Ready To Move,Sangotedo,2 BHK,General Lagos Estate,1000,2.0,2.0,270.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1596,3.0,0.0,855.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1200,5.0,1.0,1350.0
Super built-up  Area,19-Jul,Other Lagos Areas,2 BHK,General Lagos Estate,1296,2.0,3.0,801.54
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1200,7.0,,1530.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1639,3.0,3.0,1107.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1219,2.0,1.0,551.25
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1200,3.0,1.0,450.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1218,2.0,1.0,657.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,920,2.0,3.0,333.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2559,3.0,2.0,1269.0
Super built-up  Area,22-Dec,Other Lagos Areas,1 BHK,General Lagos Estate,525,1.0,1.0,234.0
Super built-up  Area,18-Feb,Other Lagos Areas,3 BHK,General Lagos Estate,1427,2.0,2.0,436.59
Super built-up  Area,18-Apr,Other Lagos Areas,3 BHK,General Lagos Estate,1270,3.0,2.0,405.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,920,2.0,3.0,585.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2700,3.0,2.0,612.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1740,3.0,2.0,1791.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1355,2.0,,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1530,2.0,2.0,810.0
Carpet  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1372,2.0,1.0,810.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,2363,5.0,2.0,1080.0
Super built-up  Area,Ready To Move,Yaba,4 BHK,General Lagos Estate,3895,4.0,3.0,1980.0
Super built-up  Area,20-Jun,Other Lagos Areas,3 BHK,General Lagos Estate,1950,3.0,2.0,1179.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,885,2.0,3.0,360.0
Built-up  Area,Ready To Move,Festac,2 BHK,General Lagos Estate,600,2.0,2.0,243.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1270,4.0,1.0,1152.0
Plot  Area,Ready To Move,Alimosho,2 Bedroom,General Lagos Estate,1380,2.0,0.0,2025.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1339,2.0,2.0,558.0
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1130,2.0,1.0,324.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1085,2.0,2.0,387.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1430,3.0,2.0,648.0
Carpet  Area,18-Dec,Other Lagos Areas,4 BHK,General Lagos Estate,1451.5,4.0,1.0,1089.0
Super built-up  Area,Ready To Move,Other Lagos Areas,5 BHK,General Lagos Estate,6200,5.0,,6480.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1490,2.0,1.0,536.4
Built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,1650,4.0,0.0,891.0
Super built-up  Area,Ready To Move,Abule,2 BHK,General Lagos Estate,1286,2.0,2.0,513.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,925,2.0,2.0,567.0
Super built-up  Area,Ready To Move,Abule,4 BHK,General Lagos Estate,3016,4.0,3.0,2070.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,2.0,396.0
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1215,2.0,2.0,351.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,3.0,1.0,855.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1336,2.0,2.0,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,673,1.0,1.0,331.65000000000003
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,1.0,522.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,600,7.0,2.0,567.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1600,3.0,3.0,1440.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,0.0,711.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,2480,4.0,1.0,6750.0
Super built-up  Area,18-Apr,Other Lagos Areas,3 BHK,General Lagos Estate,2500,3.0,,2430.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,2400,5.0,3.0,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1143,2.0,2.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1470,2.0,2.0,555.66
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1584,3.0,2.0,1305.0
Super built-up  Area,Ready To Move,Yaba,3 BHK,General Lagos Estate,1785,3.0,2.0,846.0
Super built-up  Area,Ready To Move,Victoria Island,3 BHK,General Lagos Estate,2292,3.0,2.0,2574.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1460,3.0,3.0,639.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1500,2.0,3.0,720.0
Plot  Area,Ready To Move,Festac,5 Bedroom,General Lagos Estate,1200,4.0,1.0,1260.0
Built-up  Area,Ready To Move,Other Lagos Areas,5 BHK,General Lagos Estate,3300,3.0,,2250.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1230,2.0,2.0,432.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,650,1.0,1.0,180.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1480,2.0,,1080.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1220,2.0,1.0,395.28000000000003
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1570,3.0,1.0,1035.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,3000,3.0,3.0,3600.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1665,3.0,2.0,782.1899999999999
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1350,3.0,1.0,3420.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,4000,5.0,2.0,5400.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1100,2.0,0.0,612.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1350,2.0,1.0,783.09
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1719,3.0,2.0,1044.0
Super built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,664,1.0,1.0,315.0
Super built-up  Area,18-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1011,2.0,1.0,454.77
Built-up  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,2400,6.0,0.0,1170.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1680,3.0,2.0,765.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,704 - 730,2.0,0.0,445.27500000000003
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,700,4.0,2.0,990.0
Super built-up  Area,Ready To Move,Lekki,3 BHK,General Lagos Estate,1520,2.0,2.0,1350.0
Carpet  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1350,2.0,2.0,477.0
Super built-up  Area,15-Nov,Other Lagos Areas,3 BHK,General Lagos Estate,1760,3.0,,1350.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,875,2.0,1.0,297.0
Super built-up  Area,Ready To Move,Iyana Ipaja,2 BHK,General Lagos Estate,1231,2.0,2.0,432.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1174,2.0,3.0,666.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1560,3.0,3.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1464,2.0,2.0,504.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,2200,3.0,2.0,1170.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,850,2.0,2.0,495.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1750,3.0,1.0,1620.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2024,3.0,,1413.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1500,1.0,0.0,1440.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,2100,6.0,,2475.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2408,4.0,2.0,2340.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1080,2.0,1.0,396.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2070,3.0,2.0,2025.0
Built-up  Area,18-Dec,Ajah,2 BHK,General Lagos Estate,1020,2.0,1.0,265.14
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1500,2.0,3.0,495.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1575,5.0,1.0,1422.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,3250,4.0,1.0,1620.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1175,2.0,1.0,423.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1030,2.0,1.0,310.5
Super built-up  Area,18-Jul,Eko Atlantic,2 BHK,General Lagos Estate,1440,2.0,1.0,1035.0
Built-up  Area,Ready To Move,Ojota,2 BHK,General Lagos Estate,1500,2.0,1.0,756.0
Plot  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,1380,1.0,1.0,558.9
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,3.0,450.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,705,1.0,2.0,328.5
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2240,5.0,2.0,1395.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1584.01,3.0,1.0,927.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1340,3.0,3.0,693.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1800,3.0,2.0,630.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,3.0,405.0
Super built-up  Area,18-Nov,Other Lagos Areas,1 BHK,General Lagos Estate,685,1.0,1.0,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,925,2.0,3.0,378.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1230,2.0,2.0,513.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1200,5.0,1.0,1665.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1125,2.0,1.0,468.0
Super built-up  Area,Ready To Move,Eko Atlantic,2 BHK,General Lagos Estate,1100,2.0,1.0,486.0
Plot  Area,18-Aug,Other Lagos Areas,3 Bedroom,General Lagos Estate,2400,3.0,2.0,1341.0
Super built-up  Area,18-Jul,Other Lagos Areas,3 BHK,General Lagos Estate,1400,2.0,2.0,374.21999999999997
Plot  Area,Ready To Move,Other Lagos Areas,7 Bedroom,General Lagos Estate,1200,7.0,2.0,2025.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1858,3.0,1.0,884.6999999999999
Plot  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,1260,1.0,1.0,369.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3530,4.0,2.0,2610.0
Super built-up  Area,Ready To Move,Surulere,2 BHK,General Lagos Estate,1185,2.0,2.0,540.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,1.0,1944.0
Super built-up  Area,Ready To Move,Iyana Ipaja,2 BHK,General Lagos Estate,1255,2.0,1.0,522.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3436,6.0,3.0,4275.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1335,3.0,2.0,801.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1999,3.0,2.0,1188.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,1.0,1125.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1397,3.0,2.0,990.0
Plot  Area,Ready To Move,Other Lagos Areas,10 Bedroom,General Lagos Estate,1200,10.0,,945.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3950,4.0,,4050.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,1.0,1170.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1616,3.0,0.0,855.0
Plot  Area,Ready To Move,Other Lagos Areas,8 Bedroom,General Lagos Estate,1200,7.0,2.0,3150.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1270,2.0,1.0,1575.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1140,2.0,2.0,346.95
Super built-up  Area,21-Jan,Other Lagos Areas,1 BHK,General Lagos Estate,525,1.0,1.0,270.0
Plot  Area,Ready To Move,Abule Egba,3 Bedroom,General Lagos Estate,1200,2.0,1.0,882.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,700,1.0,1.0,1458.0
Super built-up  Area,18-Jul,Other Lagos Areas,2 BHK,General Lagos Estate,1205.47,2.0,1.0,729.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1200,3.0,2.0,1170.0
Super built-up  Area,Ready To Move,Ajah,3 BHK,General Lagos Estate,1700,3.0,2.0,675.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,750,4.0,0.0,558.0
Super built-up  Area,21-May,Other Lagos Areas,2 BHK,General Lagos Estate,1090,2.0,1.0,490.86
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3600,5.0,,1980.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,2400,1.0,0.0,5850.0
Super built-up  Area,19-Mar,Other Lagos Areas,1 BHK,General Lagos Estate,923,1.0,1.0,547.5600000000001
Super built-up  Area,18-May,Other Lagos Areas,4 BHK,General Lagos Estate,3595,6.0,2.0,3240.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1050,2.0,2.0,432.0
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1495,2.0,2.0,715.5
Super built-up  Area,19-Mar,Other Lagos Areas,3 BHK,General Lagos Estate,1482 - 1846,,,844.785
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1485,3.0,2.0,765.0
Super built-up  Area,19-Dec,Other Lagos Areas,3 BHK,General Lagos Estate,1033,2.0,2.0,283.5
Super built-up  Area,Ready To Move,Ajah,3 BHK,General Lagos Estate,1400,2.0,1.0,432.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 Bedroom,General Lagos Estate,500,1.0,0.0,630.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,944,2.0,1.0,315.0
Built-up  Area,Ready To Move,Lekki,5 Bedroom,General Lagos Estate,3250,5.0,0.0,2610.0
Super built-up  Area,19-Mar,Lekki,2 BHK,General Lagos Estate,1216,2.0,1.0,598.32
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1100,2.0,1.0,355.5
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1743,3.0,2.0,839.25
Super built-up  Area,Ready To Move,Festac,2 BHK,General Lagos Estate,1274,2.0,2.0,435.78000000000003
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2500,3.0,2.0,3825.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1512,2.0,2.0,990.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3100,5.0,1.0,3465.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1650,3.0,3.0,900.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1875,3.0,1.0,495.0
Built-up  Area,Ready To Move,Lekki,3 BHK,General Lagos Estate,1350,3.0,2.0,486.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1219,2.0,2.0,360.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,4.0,1.0,1350.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,2400,3.0,3.0,765.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1141,2.0,1.0,399.59999999999997
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1151,2.0,1.0,387.90000000000003
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,832,3.0,1.0,693.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,915,2.0,1.0,342.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,3259,3.0,0.0,2430.0
Super built-up  Area,22-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,1115,2.0,1.0,586.08
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2072,4.0,2.0,1251.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,2.0,477.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1300,2.0,2.0,585.0
Super built-up  Area,Ready To Move,Abule,2 BHK,General Lagos Estate,1457,2.0,2.0,765.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1262,2.0,2.0,495.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1196,3.0,1.0,1350.0
Super built-up  Area,18-Aug,Other Lagos Areas,2 BHK,General Lagos Estate,900,2.0,2.0,202.5
Built-up  Area,Ready To Move,Ajah,1 BHK,General Lagos Estate,420,1.0,1.0,153.0
Super built-up  Area,Ready To Move,Ikorodu,2 BHK,General Lagos Estate,1160,2.0,1.0,417.51
